Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation_Type,Property Type,Latitude,Longitude,Price
850,152,3,4,1,2,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.501853,-46.451085,760000
1450,300,3,5,1,3,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.501853,-46.451085,1200000
0,55,2,2,1,1,1,0,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.50024,-46.449904,198800
400,54,2,2,1,1,1,0,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.50014,-46.450407,346218
0,47,2,2,1,1,1,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.501855,-46.456385,205000
0,41,2,1,0,1,1,0,1,1,Vila Jacuí/São Paulo,sale,apartment,-23.534892,-46.451745,169900
980,152,3,4,1,2,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.501853,-46.451085,800000
390,50,2,2,1,1,1,1,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.499982,-46.454876,260000
0,53,2,2,1,1,1,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.499369,-46.448987,310000
0,70,2,3,2,2,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.499717,-46.448834,330000
340,49,2,2,1,1,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.506343,-46.453687,240000
0,41,2,1,0,1,1,0,1,1,Vila Jacuí/São Paulo,sale,apartment,-23.534905,-46.451723,169900
320,54,2,2,1,1,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.558608,-46.443301,220000
1500,300,4,3,2,4,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.499066,-46.449398,1600000
0,50,2,2,1,1,1,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.503837,-46.456296,260000
0,125,3,3,1,2,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.497643,-46.452307,850000
0,45,2,2,1,1,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.505019,-46.455495,220000
0,42,2,2,1,1,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.510487,-46.447684,200000
350,53,2,2,1,1,0,0,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.509585,-46.446743,192000
70,54,2,2,1,1,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.504665,-46.469938,160000
240,42,2,2,1,1,0,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.510487,-46.447684,200000
713,79,3,2,1,2,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.534599,-46.523327,499999
1450,112,3,3,1,2,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.539095,-46.524103,520000
100,39,2,2,1,1,1,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.536975,-46.529966,219900
750,73,3,2,1,2,0,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.535433,-46.532247,490000
950,79,3,2,1,2,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.534599,-46.523327,590000
0,40,2,2,1,1,1,0,0,1,Vila Matilde/São Paulo,sale,apartment,-23.535272,-46.532179,229000
390,60,2,2,1,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.544236,-46.508196,265000
400,51,2,2,1,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.535254,-46.520643,315900
450,54,2,2,1,1,0,1,0,0,Vila Matilde/São Paulo,sale,apartment,-23.538054,-46.538279,299000
100,39,2,2,1,1,1,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.535503,-46.532111,219900
10,61,2,2,1,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.532272,-46.52405,399000
720,70,2,2,1,1,0,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.539714,-46.531631,326000
200,37,3,2,1,1,1,0,0,1,Vila Matilde/São Paulo,sale,apartment,-23.535272,-46.532179,189000
0,45,2,2,1,1,0,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.538914,-46.503105,230000
0,50,2,2,1,1,0,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.537117,-46.519757,260000
437,61,3,2,1,1,1,1,1,0,Vila Matilde/São Paulo,sale,apartment,-23.54368,-46.528955,322000
600,69,3,2,1,2,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.532516,-46.535139,540000
110,52,2,2,1,1,1,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.533037,-46.529253,260000
0,51,2,2,1,1,0,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.533037,-46.529253,275000
1100,100,3,3,2,2,1,1,1,0,Vila Matilde/São Paulo,sale,apartment,-23.535553,-46.523539,590000
290,49,2,2,1,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.525314,-46.52466,249000
390,63,3,2,1,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.54368,-46.528955,329000
0,38,1,2,1,1,1,0,0,0,Vila Matilde/São Paulo,sale,apartment,-23.536915,-46.520044,177000
280,51,2,2,1,1,0,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.535593,-46.52118,317000
500,79,3,2,1,2,1,1,1,0,Vila Matilde/São Paulo,sale,apartment,-23.539666,-46.53168,480000
0,51,2,2,0,1,1,0,0,1,Vila Prudente/São Paulo,sale,apartment,-23.586223,-46.586699,374900
0,70,3,2,1,1,1,0,0,0,Vila Prudente/São Paulo,sale,apartment,-23.603125,-46.549381,290000
435,64,2,2,1,1,0,1,1,0,Vila Prudente/São Paulo,sale,apartment,-23.595739,-46.578247,400000
280,48,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.606003,-46.552031,249000
190,49,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.606003,-46.552031,244900
400,64,3,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.595739,-46.578247,350000
210,42,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.606131,-46.552166,229000
0,56,2,2,1,1,0,0,0,0,Vila Prudente/São Paulo,sale,apartment,-23.601405,-46.548644,221000
300,49,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.59526,-46.578745,295000
320,34,1,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.585764,-46.584164,240000
0,53,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.582425,-46.557099,305000
0,41,2,2,1,1,0,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.606192,-46.552423,219000
0,152,4,2,1,3,1,0,1,1,Vila Prudente/São Paulo,sale,apartment,-23.589915,-46.602773,665000
150,42,2,2,1,1,1,0,0,0,Vila Prudente/São Paulo,sale,apartment,-23.58507,-46.581937,235000
350,55,2,2,1,1,0,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.595739,-46.578247,360000
350,52,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.595739,-46.578247,333000
530,34,1,2,1,1,1,0,0,0,Vila Prudente/São Paulo,sale,apartment,-23.579082,-46.58024,235000
436,48,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.601393,-46.573317,300000
840,93,3,3,1,2,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.588624,-46.577589,725000
0,51,2,1,0,1,1,0,0,1,Vila Prudente/São Paulo,sale,apartment,-23.60227,-46.588487,286000
380,66,3,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.58276,-46.557083,375000
270,52,2,2,1,1,1,0,0,0,Vila Prudente/São Paulo,sale,apartment,-23.59838,-46.576229,280000
310,47,2,2,1,1,0,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.593935,-46.578045,370000
250,40,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.602358,-46.551445,199000
400,55,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.585042,-46.584266,400000
443,65,3,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.599396,-46.576675,330000
0,65,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.599396,-46.576675,350000
475,74,3,3,2,2,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.583079,-46.582007,628000
0,56,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.579013,-46.579756,250000
0,56,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.583479,-46.588009,367000
220,41,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.565713,-46.618611,183900
0,41,2,1,0,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.565713,-46.618611,184900
0,49,2,2,1,1,0,0,1,0,Cambuci/São Paulo,sale,apartment,-23.55938,-46.619766,316387
360,74,2,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.563276,-46.628073,370000
220,37,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.554289,-46.630816,189000
690,63,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.560431,-46.622947,529000
0,49,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.559412,-46.619827,316387
0,41,2,1,0,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.565713,-46.618611,184900
430,53,2,2,1,1,0,0,1,0,Cambuci/São Paulo,sale,apartment,-23.559871,-46.615081,400000
1150,89,2,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.577821,-46.626667,490000
638,79,3,2,1,2,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.57641,-46.625381,694000
200,45,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.561953,-46.628644,229000
0,45,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.561534,-46.62863,219000
250,45,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.561617,-46.628214,229000
515,63,2,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.559267,-46.61824,330000
0,46,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.559812,-46.62121,316387
0,41,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.566122,-46.617948,183900
250,45,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.561547,-46.628311,229000
150,40,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.563371,-46.612163,189900
680,144,3,4,2,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.57235,-46.625268,650000
180,45,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.561546,-46.628112,240000
120,40,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.56571,-46.61861,183550
370,51,1,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.561338,-46.619149,366700
534,40,1,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.562758,-46.627758,250000
0,42,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.560094,-46.615959,193900
600,63,3,2,1,2,0,0,1,0,Cambuci/São Paulo,sale,apartment,-23.558865,-46.620671,420000
400,54,2,2,1,1,0,1,1,0,Cambuci/São Paulo,sale,apartment,-23.559871,-46.615081,409000
500,103,2,4,2,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.568468,-46.624477,835000
610,59,2,2,1,1,0,0,1,0,Cambuci/São Paulo,sale,apartment,-23.558459,-46.619069,470000
270,45,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.561798,-46.628401,229000
0,71,3,3,0,2,1,0,1,1,Cambuci/São Paulo,sale,apartment,-23.549369,-46.615692,381700
290,64,2,2,1,1,1,1,1,0,Cambuci/São Paulo,sale,apartment,-23.560094,-46.615959,360000
340,43,1,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.564472,-46.621112,200000
150,41,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.566018,-46.61871,183900
200,45,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.561617,-46.628214,229000
0,49,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.559412,-46.619827,316387
630,38,1,2,1,1,1,1,1,0,Cambuci/São Paulo,sale,apartment,-23.570996,-46.625059,470000
250,45,2,2,1,1,1,0,0,1,Cambuci/São Paulo,sale,apartment,-23.561546,-46.628556,229000
534,40,1,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.562758,-46.627758,240000
250,41,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.565713,-46.618611,207040
1070,91,3,2,1,2,1,1,1,0,Cambuci/São Paulo,sale,apartment,-23.571133,-46.626032,890000
725,86,2,2,1,2,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.576173,-46.623139,750000
425,61,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.564684,-46.626747,320000
0,41,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.565713,-46.618611,196900
680,63,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.561416,-46.621391,460000
670,52,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.562625,-46.622129,390000
0,48,2,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.561787,-46.628506,300000
530,71,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.561172,-46.619482,524900
0,49,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.558798,-46.620555,316387
0,70,3,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-23.562359,-46.631035,972611
240,34,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.566006,-46.613454,237000
700,68,2,2,1,2,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.576062,-46.619356,639999
1000,89,2,2,1,1,0,0,0,0,Cambuci/São Paulo,sale,apartment,-46.626667,-23.577821,490000
400,59,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.558087,-46.619162,376222
815,73,2,2,1,2,1,1,1,0,Cambuci/São Paulo,sale,apartment,-23.581143,-46.625107,798000
1070,91,3,3,1,2,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.571133,-46.626032,700000
1100,135,3,3,1,1,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.619222,-46.674575,910000
0,70,2,2,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.624786,-46.666908,720000
710,70,2,2,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.624786,-46.666908,745000
1980,148,3,4,3,3,0,0,0,0,Campo Belo/São Paulo,sale,apartment,-23.626665,-46.671215,1500000
540,60,2,2,1,1,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.62642,-46.664728,692000
950,109,3,4,3,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.635909,-46.66416,900000
0,70,2,2,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.624786,-46.666908,760000
0,147,4,3,0,2,1,0,1,1,Campo Belo/São Paulo,sale,apartment,-23.625934,-46.665265,1150800
1450,117,3,4,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.62248,-46.673114,1230000
700,53,2,2,1,2,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.639957,-46.67274,430000
590,35,1,2,1,1,1,1,1,0,Campo Belo/São Paulo,sale,apartment,-23.624236,-46.667114,550000
1260,130,3,3,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.612314,-46.676758,1100000
1260,128,3,4,1,1,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.621881,-46.675589,1050000
375,37,1,2,1,1,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.62642,-46.664728,377000
495,60,1,2,1,2,0,1,1,0,Campo Belo/São Paulo,sale,apartment,-23.618795,-46.681542,1070000
2567,274,3,2,3,4,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.624841,-46.673925,3750000
1800,89,2,3,2,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.62525,-46.669625,1080000
3800,227,4,6,3,4,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.627026,-46.672769,2500000
0,61,3,2,0,1,1,0,1,1,Campo Belo/São Paulo,sale,apartment,-23.645035,-46.664654,360100
2500,310,4,6,4,4,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.623907,-46.675494,3800000
1580,123,3,2,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.615955,-46.679441,965000
0,220,4,5,3,4,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.622178,-46.675119,3059657
710,70,2,2,1,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.624786,-46.666908,757000
2450,223,3,4,3,4,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.623522,-46.675777,2650000
1900,220,3,5,3,4,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.626099,-46.674,2540000
1400,154,3,5,3,3,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.628099,-46.673906,1850000
900,71,2,2,1,2,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.623725,-46.67632,800000
950,120,3,4,1,2,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.628571,-46.668635,960000
0,100,3,3,2,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.621212,-46.671213,1150780
1000,118,3,5,3,2,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.614993,-46.673618,1350000
0,30,1,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.682089,-46.685815,155000
550,60,2,2,1,1,0,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.679275,-46.680277,340000
1200,163,3,5,3,3,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.679329,-46.691932,1380000
600,58,2,2,1,1,1,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.674688,-46.684267,350000
451,61,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.668549,-46.689447,530000
430,60,3,2,1,1,1,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.670335,-46.678553,410000
700,95,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.678997,-46.680949,369000
356,50,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.690908,-46.674401,230000
390,45,2,2,1,1,1,1,0,0,Campo Grande/São Paulo,sale,apartment,-23.685443,-46.686106,310000
0,76,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.679201,-46.678984,350000
350,50,2,2,1,1,1,0,1,1,Campo Grande/São Paulo,sale,apartment,-23.689036,-46.679041,279990
359,64,3,2,1,1,1,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.670189,-46.688609,325000
450,52,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.680575,-46.681652,290000
630,60,2,2,1,2,0,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.665631,-46.679157,490000
480,60,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.68245,-46.6803,360000
400,55,2,2,1,1,1,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.670028,-46.686507,365000
299,50,2,2,1,1,1,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.690892,-46.67809,320000
451,61,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.669777,-46.688954,399000
420,75,3,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.688136,-46.68033,310000
0,78,2,2,1,2,0,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.670237,-46.681296,575000
300,49,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.691297,-46.676707,286000
560,52,2,2,1,1,1,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.684882,-46.676319,295000
590,87,3,3,1,1,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.663533,-46.688807,530000
380,50,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,sale,apartment,-23.691249,-46.676387,296000
600,79,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.68245,-46.6803,399000
350,50,2,2,1,1,1,0,1,1,Campo Grande/São Paulo,sale,apartment,-23.689036,-46.679041,264990
550,67,3,2,1,1,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.667546,-46.676765,390000
750,77,2,2,1,2,0,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.665631,-46.679157,510000
0,72,3,2,1,2,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.639584,-46.594739,425000
280,49,2,2,1,1,1,1,0,0,Campo Grande/São Paulo,sale,apartment,-23.691388,-46.676797,300000
380,50,2,2,1,1,1,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.617187,-46.757314,240000
280,48,2,2,1,1,0,1,1,0,Campo Limpo/São Paulo,sale,apartment,-23.650601,-46.768987,229000
400,51,2,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.653389,-46.74857,215000
400,50,2,2,1,1,1,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.642096,-46.759001,250000
700,104,2,3,2,2,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.622908,-46.744033,650000
600,67,3,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.643313,-46.756624,315000
0,92,3,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.620107,-46.761466,380000
520,55,2,2,1,1,1,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.641524,-46.758542,250000
170,40,2,2,1,1,1,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.654895,-46.757425,149000
312,62,2,2,1,1,0,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.63522,-46.774586,226000
320,47,2,2,1,1,0,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.650855,-46.764973,220000
400,51,2,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.653389,-46.74857,215000
190,53,2,2,1,1,0,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.61889,-46.761559,214000
270,42,2,2,1,1,1,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.617328,-46.759936,210000
180,40,2,2,1,1,1,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.618993,-46.75912,199900
325,54,2,2,1,1,0,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.65431,-46.76851,245000
526,51,2,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.645405,-46.758389,340000
450,58,3,2,1,1,0,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.622561,-46.760727,290000
0,40,2,2,1,1,1,0,1,1,Campo Limpo/São Paulo,sale,apartment,-23.618993,-46.75912,199000
280,52,2,2,1,1,1,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.617416,-46.755754,260000
0,48,2,2,1,1,1,0,0,1,Campo Limpo/São Paulo,sale,apartment,-23.619872,-46.756843,260000
620,98,3,3,2,1,1,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.649099,-46.755562,580000
350,65,3,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.627833,-46.767245,320000
501,68,3,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.643313,-46.756624,290000
400,51,2,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.653389,-46.74857,222000
390,52,2,2,1,1,1,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.652438,-46.749126,270000
395,55,2,2,1,1,1,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.652038,-46.758452,260000
0,40,2,1,0,1,1,0,0,1,Capão Redondo/São Paulo,sale,apartment,-23.655082,-46.757319,150290
218,52,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.668461,-46.768971,165000
280,49,2,2,1,1,1,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.672014,-46.787365,209500
395,56,2,2,1,1,1,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.652038,-46.758452,260000
330,35,1,2,1,1,1,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.66063,-46.768167,235000
0,40,2,1,0,1,1,0,0,1,Capão Redondo/São Paulo,sale,apartment,-23.655082,-46.757319,150290
330,57,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.669068,-46.769183,265000
0,50,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.661501,-46.774585,178000
0,42,2,2,1,1,1,0,1,1,Capão Redondo/São Paulo,sale,apartment,-23.66063,-46.768167,170000
250,49,2,2,1,1,1,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.672014,-46.787365,230000
328,50,2,2,1,1,0,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.522823,-46.514783,210000
0,43,2,1,0,1,1,0,0,1,Capão Redondo/São Paulo,sale,apartment,-23.630298,-46.749181,217000
500,68,3,2,1,1,1,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.66063,-46.768167,275000
260,49,2,2,1,1,0,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.674152,-46.754348,235000
190,49,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.669397,-46.768343,190000
399,62,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.655192,-46.7473,230000
300,54,2,2,1,1,0,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.672546,-46.76396,215000
0,180,3,4,1,2,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.64047,-46.752054,550000
0,43,2,1,0,1,1,0,0,1,Capão Redondo/São Paulo,sale,apartment,-23.627947,-46.749662,163447
840,136,3,2,1,1,0,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.654986,-46.762737,440000
190,49,2,2,1,1,1,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.668932,-46.769123,190000
253,45,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.682291,-46.793838,195000
0,43,2,1,0,1,1,0,0,1,Capão Redondo/São Paulo,sale,apartment,-23.627947,-46.749662,202814
220,39,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.64494,-46.784481,190000
720,60,3,2,1,1,0,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.654986,-46.762737,270000
293,48,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.679897,-46.789329,205000
253,45,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.681365,-46.792271,195000
528,60,2,2,1,1,1,0,0,0,Cidade Ademar/São Paulo,sale,apartment,-23.666114,-46.660183,275000
529,60,2,2,1,1,1,0,0,0,Cidade Ademar/São Paulo,sale,apartment,-23.666114,-46.660183,295000
750,68,3,2,1,1,0,0,1,0,Cidade Ademar/São Paulo,sale,apartment,-23.668748,-46.673438,299000
629,64,2,2,1,1,1,0,1,0,Cidade Ademar/São Paulo,sale,apartment,-23.665312,-46.678169,277000
